username,anime_id,my_watched_episodes,my_start_date,my_finish_date,my_score,my_status,my_rewatching,my_rewatching_ep,my_last_updated,my_tags
Johnny_FBI,3702,12,2009-08-30,0000-00-00,9,2,,0,1251642774,
Johnny_FBI,3712,12,0000-00-00,0000-00-00,6,2,,0,1253460091,
Johnny_FBI,3713,0,0000-00-00,0000-00-00,0,6,0.0,0,1250047847,
Johnny_FBI,3731,0,0000-00-00,0000-00-00,0,6,0.0,0,1272214733,
Johnny_FBI,3759,1,0000-00-00,0000-00-00,5,2,0.0,0,1262492851,
Johnny_FBI,3782,1,0000-00-00,0000-00-00,8,2,,0,1271593658,
Johnny_FBI,3783,1,0000-00-00,0000-00-00,8,2,,0,1271913807,
Johnny_FBI,3784,1,0000-00-00,0000-00-00,8,2,0.0,0,1275407409,
Johnny_FBI,3785,1,0000-00-00,0000-00-00,7,2,0.0,0,1419609398,
Johnny_FBI,3837,0,0000-00-00,0000-00-00,0,6,0.0,0,1258284491,
Johnny_FBI,3843,1,0000-00-00,0000-00-00,6,2,,0,1258422931,
Johnny_FBI,3901,3,0000-00-00,0000-00-00,6,2,0.0,0,1249840202,
Johnny_FBI,3965,1,0000-00-00,0000-00-00,8,2,0.0,0,1250177390,
Johnny_FBI,4012,1,0000-00-00,0000-00-00,4,2,0.0,0,1254918008,
Johnny_FBI,4037,1,0000-00-00,0000-00-00,9,2,0.0,0,1257396637,
Johnny_FBI,4059,1,0000-00-00,2009-12-31,10,2,0.0,0,1262269040,
Johnny_FBI,4081,13,0000-00-00,0000-00-00,6,2,,0,1262087019,
Johnny_FBI,4087,0,0000-00-00,0000-00-00,0,6,0.0,0,1270114290,
Johnny_FBI,4106,1,0000-00-00,0000-00-00,9,2,,0,1293952431,
Johnny_FBI,4107,1,0000-00-00,0000-00-00,9,2,0.0,0,1264675651,
Johnny_FBI,4156,1,0000-00-00,0000-00-00,8,2,,0,1281197527,
Johnny_FBI,4181,24,2009-12-31,0000-00-00,10,2,,0,1262363303,
Johnny_FBI,4182,1,0000-00-00,0000-00-00,7,2,0.0,0,1251978777,
Johnny_FBI,4192,0,0000-00-00,0000-00-00,0,6,0.0,0,1263984735,
Johnny_FBI,4224,25,2009-08-25,2009-08-29,9,2,,0,1251575013,
Johnny_FBI,4280,1,0000-00-00,0000-00-00,7,2,,0,1271919781,
Johnny_FBI,4282,1,0000-00-00,0000-00-00,8,2,,0,1272097755,
Johnny_FBI,4382,14,2009-10-13,0000-00-00,9,2,,0,1255706721,
Johnny_FBI,4472,1,0000-00-00,0000-00-00,9,2,0.0,0,1260284534,
Johnny_FBI,4477,11,2009-07-27,0000-00-00,9,2,,0,1248881759,
Johnny_FBI,4535,7,0000-00-00,0000-00-00,5,2,,0,1275130857,
Johnny_FBI,4548,12,2009-09-10,0000-00-00,5,2,,0,1253102783,
Johnny_FBI,4551,0,0000-00-00,0000-00-00,0,6,0.0,0,1276238702,
Johnny_FBI,4565,1,0000-00-00,0000-00-00,10,2,,0,1264863556,
Johnny_FBI,4581,0,0000-00-00,0000-00-00,0,6,,0,1342679919,gainax
Johnny_FBI,4591,20,0000-00-00,0000-00-00,8,2,,0,1345266499,
Johnny_FBI,4596,0,0000-00-00,0000-00-00,0,6,0.0,0,1252111893,
Johnny_FBI,4639,6,0000-00-00,0000-00-00,10,2,,0,1270990001,
Johnny_FBI,4654,24,0000-00-00,0000-00-00,6,2,,0,1255796860,
Johnny_FBI,4672,1,0000-00-00,0000-00-00,9,2,0.0,0,1274450629,
Johnny_FBI,4705,8,0000-00-00,2009-08-29,7,2,0.0,0,1251599411,
Johnny_FBI,4719,12,0000-00-00,0000-00-00,6,2,,0,1260293413,
Johnny_FBI,4722,25,0000-00-00,0000-00-00,7,2,,0,1251469604,
Johnny_FBI,4725,12,0000-00-00,0000-00-00,8,2,,0,1276258640,
Johnny_FBI,4752,0,0000-00-00,0000-00-00,0,6,0.0,0,1270976330,
Johnny_FBI,4789,12,2009-09-07,0000-00-00,9,2,,0,1252418177,
Johnny_FBI,4807,0,0000-00-00,0000-00-00,0,6,0.0,0,1273932147,
Johnny_FBI,4811,2,0000-00-00,0000-00-00,9,2,0.0,0,1281984261,
Johnny_FBI,4872,3,2009-09-15,0000-00-00,8,2,,0,1253030561,
Johnny_FBI,4896,26,2010-01-06,0000-00-00,8,2,,0,1263044236,
Johnny_FBI,4898,24,0000-00-00,0000-00-00,6,2,,0,1312516320,
Johnny_FBI,4901,5,0000-00-00,0000-00-00,8,2,,0,1314530252,
Johnny_FBI,4975,12,0000-00-00,0000-00-00,4,2,,0,1339692976,
Johnny_FBI,4981,0,0000-00-00,0000-00-00,0,6,0.0,0,1255426031,
Johnny_FBI,4997,0,0000-00-00,0000-00-00,0,6,0.0,0,1249815637,
Johnny_FBI,5030,12,0000-00-00,2009-12-20,8,2,0.0,0,1261327903,
Johnny_FBI,5065,1,0000-00-00,0000-00-00,7,2,0.0,0,1251642809,
Johnny_FBI,5081,15,0000-00-00,0000-00-00,9,2,,0,1283526795,
Johnny_FBI,5114,0,0000-00-00,0000-00-00,0,6,0.0,0,1248610961,
Johnny_FBI,5116,1,0000-00-00,0000-00-00,6,2,0.0,0,1275131393,
Johnny_FBI,5118,25,2009-09-26,0000-00-00,8,2,,0,1254059418,
Johnny_FBI,5155,0,0000-00-00,0000-00-00,0,6,0.0,0,1275037207,
Johnny_FBI,5157,0,0000-00-00,0000-00-00,0,6,0.0,0,1285433079,
Johnny_FBI,5162,13,0000-00-00,0000-00-00,8,2,,0,1293118698,
Johnny_FBI,5163,9,0000-00-00,0000-00-00,7,2,,0,1271671181,
Johnny_FBI,5177,2,0000-00-00,0000-00-00,9,2,0.0,0,1391953248,
Johnny_FBI,5178,1,0000-00-00,2009-10-07,4,2,0.0,0,1254915806,
Johnny_FBI,5204,1,0000-00-00,0000-00-00,8,2,0.0,0,1272293107,
Johnny_FBI,5205,1,0000-00-00,0000-00-00,9,2,0.0,0,1272383191,
Johnny_FBI,5258,26,0000-00-00,0000-00-00,9,2,,0,1284830079,
Johnny_FBI,5300,13,2009-12-29,0000-00-00,6,2,,0,1262178860,
Johnny_FBI,5341,12,2009-10-06,0000-00-00,6,2,,0,1255003710,
Johnny_FBI,5365,1,0000-00-00,0000-00-00,9,2,,0,1349001714,
Johnny_FBI,5419,1,0000-00-00,0000-00-00,9,2,0.0,0,1314328601,
Johnny_FBI,5462,6,0000-00-00,0000-00-00,7,2,0.0,0,1259748174,
Johnny_FBI,5622,0,0000-00-00,0000-00-00,0,6,0.0,0,1312302412,
Johnny_FBI,5630,11,0000-00-00,0000-00-00,7,2,,0,1391097456,
Johnny_FBI,5675,0,0000-00-00,0000-00-00,0,6,0.0,0,1259153904,
Johnny_FBI,5680,13,0000-00-00,0000-00-00,9,2,,0,1270133997,
Johnny_FBI,5681,1,0000-00-00,0000-00-00,9,2,,0,1268548405,
Johnny_FBI,5690,11,2010-01-16,0000-00-00,9,2,,0,1269790105,
Johnny_FBI,5713,1,0000-00-00,0000-00-00,7,2,0.0,0,1293464115,
Johnny_FBI,5764,1,0000-00-00,0000-00-00,6,2,0.0,0,1253517718,
Johnny_FBI,5835,0,0000-00-00,0000-00-00,0,6,0.0,0,1390992996,
Johnny_FBI,5909,12,0000-00-00,2009-12-24,7,2,,0,1261662828,
Johnny_FBI,5947,1,0000-00-00,0000-00-00,8,2,0.0,0,1251481022,
Johnny_FBI,5955,2,0000-00-00,0000-00-00,8,2,0.0,0,1261914073,
Johnny_FBI,5957,13,0000-00-00,0000-00-00,8,2,0.0,0,1248455315,
Johnny_FBI,5984,0,0000-00-00,0000-00-00,0,6,0.0,0,1254303524,
Johnny_FBI,6007,1,0000-00-00,0000-00-00,7,2,0.0,0,1254814262,
Johnny_FBI,6045,25,0000-00-00,0000-00-00,8,2,,0,1329622011,
Johnny_FBI,6064,0,0000-00-00,0000-00-00,0,6,0.0,0,1250336659,
Johnny_FBI,6075,0,0000-00-00,0000-00-00,0,6,0.0,0,1271752572,
Johnny_FBI,6127,4,2009-09-18,0000-00-00,6,2,,0,1255677433,
Johnny_FBI,6164,11,0000-00-00,0000-00-00,6,2,,0,1256445563,
Johnny_FBI,6187,1,0000-00-00,0000-00-00,7,2,,0,1250141730,
Johnny_FBI,6211,11,0000-00-00,0000-00-00,7,2,,0,1255193210,
Johnny_FBI,6213,24,0000-00-00,0000-00-00,7,2,,0,1269064160,
Johnny_FBI,6234,7,0000-00-00,0000-00-00,5,2,0.0,0,1261845771,
Johnny_FBI,6291,1,0000-00-00,0000-00-00,7,2,0.0,0,1249879218,
Johnny_FBI,6347,13,0000-00-00,0000-00-00,9,2,,0,1270109750,
Johnny_FBI,6351,1,0000-00-00,2010-01-01,7,2,0.0,0,1262366629,
Johnny_FBI,6361,1,0000-00-00,2009-09-10,8,2,0.0,0,1252648368,
Johnny_FBI,6377,13,0000-00-00,0000-00-00,8,2,,0,1258996541,
Johnny_FBI,6401,1,0000-00-00,0000-00-00,7,2,0.0,0,1252489482,
Johnny_FBI,6479,1,0000-00-00,0000-00-00,6,2,0.0,0,1275132250,
Johnny_FBI,6489,7,0000-00-00,0000-00-00,5,2,0.0,0,1253523875,
Johnny_FBI,6512,12,0000-00-00,0000-00-00,7,2,,0,1391496091,
Johnny_FBI,6547,13,0000-00-00,0000-00-00,8,2,,0,1277521676,
Johnny_FBI,6548,1,0000-00-00,0000-00-00,8,2,,0,1264677948,
Johnny_FBI,6553,1,0000-00-00,0000-00-00,6,2,0.0,0,1282799150,
Johnny_FBI,6573,12,0000-00-00,2009-12-25,9,2,0.0,0,1261809543,
Johnny_FBI,6574,12,0000-00-00,0000-00-00,9,2,,0,1269835131,
Johnny_FBI,6633,12,0000-00-00,0000-00-00,8,2,,0,1278521318,
Johnny_FBI,6645,12,0000-00-00,2010-03-22,6,2,,0,1269282791,
Johnny_FBI,6702,92,2011-10-16,0000-00-00,6,3,0.0,0,1346606308,
Johnny_FBI,6704,6,0000-00-00,0000-00-00,7,2,,0,1260950636,
Johnny_FBI,6746,24,0000-00-00,0000-00-00,7,2,,0,1277518803,
Johnny_FBI,6747,12,0000-00-00,0000-00-00,6,2,,0,1270865246,
Johnny_FBI,6774,0,0000-00-00,0000-00-00,0,6,0.0,0,1267197518,
Johnny_FBI,6793,1,0000-00-00,0000-00-00,5,2,0.0,0,1322368579,
Johnny_FBI,6802,12,0000-00-00,0000-00-00,6,2,,0,1269286300,
Johnny_FBI,6862,1,0000-00-00,0000-00-00,8,2,0.0,0,1270134057,
Johnny_FBI,6884,2,0000-00-00,0000-00-00,6,2,0.0,0,1259504661,
Johnny_FBI,6904,1,0000-00-00,0000-00-00,0,2,,0,1405511320,
Johnny_FBI,6922,0,0000-00-00,0000-00-00,0,6,0.0,0,1249909633,
Johnny_FBI,6945,1,0000-00-00,0000-00-00,9,2,0.0,0,1269829787,
Johnny_FBI,6946,0,0000-00-00,0000-00-00,0,6,0.0,0,1262279561,
Johnny_FBI,6948,1,0000-00-00,0000-00-00,7,2,0.0,0,1430823984,
Johnny_FBI,6956,0,0000-00-00,0000-00-00,0,6,0.0,0,1278318823,
Johnny_FBI,6974,13,0000-00-00,2010-09-27,6,2,,0,1285639481,
Johnny_FBI,6987,1,0000-00-00,0000-00-00,7,2,0.0,0,1271835580,
Johnny_FBI,7017,7,0000-00-00,0000-00-00,7,2,0.0,0,1270134063,
Johnny_FBI,7025,1,0000-00-00,0000-00-00,7,2,0.0,0,1372497162,
Johnny_FBI,7044,2,0000-00-00,0000-00-00,9,2,0.0,0,1270565383,
Johnny_FBI,7059,1,0000-00-00,0000-00-00,5,2,0.0,0,1293732839,
Johnny_FBI,7148,12,0000-00-00,0000-00-00,7,2,,0,1269440004,
Johnny_FBI,7176,26,0000-00-00,0000-00-00,8,2,,0,1270546319,
Johnny_FBI,7193,0,0000-00-00,0000-00-00,0,6,0.0,0,1267197473,
Johnny_FBI,7248,3,0000-00-00,0000-00-00,6,2,0.0,0,1260359874,
Johnny_FBI,7311,1,0000-00-00,0000-00-00,9,2,0.0,0,1293303296,
Johnny_FBI,7338,4,0000-00-00,0000-00-00,9,2,,0,1280032996,
Johnny_FBI,7472,1,0000-00-00,0000-00-00,7,2,0.0,0,1313589121,
Johnny_FBI,7588,0,0000-00-00,0000-00-00,0,6,0.0,0,1277144749,
Johnny_FBI,7590,0,0000-00-00,0000-00-00,0,6,0.0,0,1277523288,
Johnny_FBI,7593,12,0000-00-00,0000-00-00,4,2,,0,1299344832,
Johnny_FBI,7627,13,0000-00-00,0000-00-00,6,2,,0,1285552740,
Johnny_FBI,7647,13,0000-00-00,0000-00-00,9,2,,0,1278280183,
Johnny_FBI,7674,25,0000-00-00,0000-00-00,9,2,,0,1355327900,
Johnny_FBI,7705,26,0000-00-00,0000-00-00,3,2,,0,1344955568,
Johnny_FBI,7724,0,0000-00-00,0000-00-00,0,6,0.0,0,1345928772,
Johnny_FBI,7728,1,0000-00-00,0000-00-00,0,2,0.0,0,1405515359,
Johnny_FBI,7740,6,0000-00-00,0000-00-00,8,2,0.0,0,1278689946,
Johnny_FBI,7769,12,0000-00-00,0000-00-00,4,2,,0,1284657178,
Johnny_FBI,7785,11,0000-00-00,0000-00-00,10,2,,0,1294684548,
Johnny_FBI,7791,26,0000-00-00,2010-10-03,8,2,0.0,0,1286114380,
Johnny_FBI,7805,1,0000-00-00,0000-00-00,8,2,0.0,0,1266826120,
Johnny_FBI,7817,12,0000-00-00,0000-00-00,8,2,,0,1276930645,
Johnny_FBI,7870,6,0000-00-00,0000-00-00,9,2,,0,1312563774,
Johnny_FBI,8023,2,0000-00-00,0000-00-00,5,2,,0,1293366832,
Johnny_FBI,8038,1,0000-00-00,0000-00-00,8,2,0.0,0,1272809381,
Johnny_FBI,8068,1,0000-00-00,0000-00-00,4,2,0.0,0,1313549068,
Johnny_FBI,8074,12,0000-00-00,0000-00-00,9,2,,0,1285040296,
Johnny_FBI,8129,11,0000-00-00,0000-00-00,9,2,,0,1347298977,
Johnny_FBI,8190,1,0000-00-00,0000-00-00,8,2,0.0,0,1272809369,
Johnny_FBI,8211,1,0000-00-00,0000-00-00,6,2,0.0,0,1269099086,
Johnny_FBI,8348,7,0000-00-00,0000-00-00,6,2,0.0,0,1378440793,
Johnny_FBI,8422,1,0000-00-00,0000-00-00,6,2,0.0,0,1278046844,
Johnny_FBI,8426,11,0000-00-00,0000-00-00,8,2,,0,1373562235,
Johnny_FBI,8440,7,0000-00-00,2010-05-01,8,2,0.0,0,1272782301,
Johnny_FBI,8475,0,0000-00-00,0000-00-00,0,6,0.0,0,1367674031,
Johnny_FBI,8516,13,0000-00-00,0000-00-00,7,2,,0,1318612863,
Johnny_FBI,8525,12,0000-00-00,0000-00-00,7,2,,0,1325825758,
Johnny_FBI,8577,2,0000-00-00,0000-00-00,8,2,,0,1290146728,
Johnny_FBI,8619,1,0000-00-00,0000-00-00,5,2,0.0,0,1278050564,
Johnny_FBI,8675,13,0000-00-00,2010-09-25,8,2,0.0,0,1285469740,
Johnny_FBI,8726,12,0000-00-00,0000-00-00,8,2,,0,1296472999,
Johnny_FBI,8728,1,0000-00-00,0000-00-00,6,2,0.0,0,1345621100,
Johnny_FBI,8756,2,0000-00-00,0000-00-00,8,1,0.0,0,1378136252,
Johnny_FBI,8768,1,0000-00-00,0000-00-00,7,2,0.0,0,1367474840,
Johnny_FBI,8795,13,0000-00-00,0000-00-00,8,2,,0,1296291439,
Johnny_FBI,8857,1,0000-00-00,0000-00-00,7,2,0.0,0,1346686752,
Johnny_FBI,8861,0,0000-00-00,0000-00-00,0,6,0.0,0,1295325321,
Johnny_FBI,8888,0,0000-00-00,0000-00-00,0,6,0.0,0,1342187693,
Johnny_FBI,8915,0,0000-00-00,0000-00-00,0,6,,0,1342679873,gainax
Johnny_FBI,9014,0,0000-00-00,0000-00-00,0,6,0.0,0,1281340891,
Johnny_FBI,9047,1,0000-00-00,0000-00-00,6,2,0.0,0,1293378917,
Johnny_FBI,9062,1,0000-00-00,0000-00-00,8,3,0.0,0,1293356328,
Johnny_FBI,9063,1,0000-00-00,0000-00-00,5,2,0.0,0,1293367531,
Johnny_FBI,9074,13,0000-00-00,0000-00-00,9,2,,0,1293791068,
Johnny_FBI,9203,0,0000-00-00,0000-00-00,0,6,0.0,0,1287544696,
Johnny_FBI,9253,24,0000-00-00,0000-00-00,9,2,,0,1379265799,
Johnny_FBI,9396,1,0000-00-00,0000-00-00,7,2,0.0,0,1345306538,
Johnny_FBI,9471,2,0000-00-00,0000-00-00,8,2,,0,1312353996,
Johnny_FBI,9510,8,0000-00-00,0000-00-00,7,2,,0,1345401243,
Johnny_FBI,9515,1,0000-00-00,0000-00-00,7,2,0.0,0,1304862895,
Johnny_FBI,9617,1,0000-00-00,0000-00-00,9,2,,0,1346774854,
Johnny_FBI,9656,12,0000-00-00,0000-00-00,7,2,,0,1339909565,
Johnny_FBI,9675,1,0000-00-00,0000-00-00,0,2,0.0,0,1325825772,
Johnny_FBI,9712,12,0000-00-00,0000-00-00,8,2,,0,1341245833,
Johnny_FBI,9734,1,0000-00-00,0000-00-00,8,2,0.0,0,1312387286,
Johnny_FBI,9754,4,0000-00-00,0000-00-00,7,2,0.0,0,1347333980,
Johnny_FBI,9756,12,0000-00-00,0000-00-00,9,2,,0,1304828175,
Johnny_FBI,9760,0,0000-00-00,0000-00-00,0,6,,0,1350670556,2011
Johnny_FBI,9774,1,0000-00-00,0000-00-00,6,2,0.0,0,1345053625,
Johnny_FBI,9969,51,0000-00-00,0000-00-00,10,2,,0,1334379281,
Johnny_FBI,9982,0,0000-00-00,0000-00-00,0,6,0.0,0,1344423393,
Johnny_FBI,9989,11,0000-00-00,0000-00-00,9,2,,0,1350149377,
Johnny_FBI,10029,1,0000-00-00,0000-00-00,8,2,0.0,0,1364990394,
Johnny_FBI,10030,25,0000-00-00,0000-00-00,8,2,,0,1377451900,
Johnny_FBI,10067,1,0000-00-00,0000-00-00,0,2,0.0,0,1293356356,
Johnny_FBI,10119,0,0000-00-00,0000-00-00,0,6,0.0,0,1345144143,
Johnny_FBI,10152,1,0000-00-00,0000-00-00,7,2,0.0,0,1329707835,
Johnny_FBI,10165,26,0000-00-00,2012-08-29,10,2,,0,1346254937,BEST ANIME EVER
Johnny_FBI,10197,12,0000-00-00,0000-00-00,8,2,0.0,0,1344434500,
Johnny_FBI,10218,1,0000-00-00,0000-00-00,7,2,,0,1405507578,
Johnny_FBI,10262,1,0000-00-00,0000-00-00,7,2,0.0,0,1378437014,
Johnny_FBI,10391,6,0000-00-00,0000-00-00,6,2,0.0,0,1347333987,
Johnny_FBI,10408,1,0000-00-00,0000-00-00,9,2,0.0,0,1345375860,
Johnny_FBI,10431,1,0000-00-00,0000-00-00,9,2,,0,1312471355,
Johnny_FBI,10460,1,0000-00-00,0000-00-00,4,3,0.0,0,1356421939,
Johnny_FBI,10495,12,0000-00-00,0000-00-00,8,2,,0,1392058283,
Johnny_FBI,10519,1,0000-00-00,0000-00-00,0,2,0.0,0,1345266817,
Johnny_FBI,10536,3,0000-00-00,0000-00-00,8,2,0.0,0,1345408060,
Johnny_FBI,10588,25,0000-00-00,0000-00-00,9,2,,0,1340040913,
Johnny_FBI,10622,1,0000-00-00,0000-00-00,7,2,0.0,0,1378440869,
Johnny_FBI,10643,1,0000-00-00,0000-00-00,0,2,0.0,0,1410668473,
Johnny_FBI,10671,13,0000-00-00,0000-00-00,7,2,,0,1345015663,
Johnny_FBI,10679,1,0000-00-00,0000-00-00,0,2,0.0,0,1345267035,
Johnny_FBI,10719,12,0000-00-00,0000-00-00,7,2,,0,1340428405,
Johnny_FBI,10739,1,0000-00-00,0000-00-00,9,2,,0,1312354644,
Johnny_FBI,10800,25,0000-00-00,0000-00-00,10,2,,0,1373293929,
Johnny_FBI,10863,1,0000-00-00,0000-00-00,7,2,,0,1390992905,
Johnny_FBI,10897,1,0000-00-00,0000-00-00,6,2,0.0,0,1358760973,
Johnny_FBI,10935,2,0000-00-00,0000-00-00,8,2,0.0,0,1373562250,
Johnny_FBI,11077,3,0000-00-00,0000-00-00,0,2,0.0,0,1406094091,
Johnny_FBI,11111,12,0000-00-00,0000-00-00,8,2,,0,1345928310,
Johnny_FBI,11319,0,0000-00-00,0000-00-00,0,6,0.0,0,1342250213,
Johnny_FBI,11433,12,0000-00-00,0000-00-00,8,2,,0,1371218923,
Johnny_FBI,11491,13,0000-00-00,0000-00-00,6,2,0.0,0,1403157568,
Johnny_FBI,11499,12,0000-00-00,0000-00-00,7,2,,0,1388912850,
Johnny_FBI,11577,1,0000-00-00,0000-00-00,7,2,0.0,0,1391001622,
Johnny_FBI,11615,13,0000-00-00,0000-00-00,7,2,,0,1345019608,
Johnny_FBI,11701,1,0000-00-00,0000-00-00,6,2,0.0,0,1345962234,
Johnny_FBI,11757,25,0000-00-00,0000-00-00,7,2,,0,1403105201,
Johnny_FBI,11761,0,0000-00-00,0000-00-00,0,6,,0,1342679852,gainax
Johnny_FBI,11771,25,0000-00-00,0000-00-00,9,2,,0,1372219214,
Johnny_FBI,11813,2,0000-00-00,0000-00-00,7,1,0.0,0,1346686775,
Johnny_FBI,11843,12,0000-00-00,0000-00-00,9,2,,0,1358066814,
Johnny_FBI,11887,13,0000-00-00,0000-00-00,8,2,,0,1377612785,
Johnny_FBI,12021,52,0000-00-00,0000-00-00,9,2,,0,1357062602,
Johnny_FBI,12059,2,0000-00-00,0000-00-00,10,2,0.0,0,1369247895,BEST HENTAI EVER
Johnny_FBI,12069,1,0000-00-00,0000-00-00,9,2,0.0,0,1322582047,
Johnny_FBI,12113,1,0000-00-00,0000-00-00,8,2,,0,1405507589,
Johnny_FBI,12115,1,0000-00-00,0000-00-00,8,2,0.0,0,1405507606,
Johnny_FBI,12189,0,0000-00-00,0000-00-00,0,6,0.0,0,1358017258,
Johnny_FBI,12291,12,0000-00-00,0000-00-00,8,2,,0,1352010736,
Johnny_FBI,12365,8,0000-00-00,0000-00-00,0,3,0.0,0,1382712103,
Johnny_FBI,12445,12,0000-00-00,0000-00-00,8,2,,0,1403210802,
Johnny_FBI,12531,12,0000-00-00,0000-00-00,9,2,,0,1360155831,
Johnny_FBI,12665,1,0000-00-00,0000-00-00,0,2,0.0,0,1392059016,
Johnny_FBI,12679,0,0000-00-00,0000-00-00,0,6,0.0,0,1341792019,
Johnny_FBI,12685,1,0000-00-00,0000-00-00,6,2,0.0,0,1345618113,
Johnny_FBI,12893,6,0000-00-00,0000-00-00,0,2,0.0,0,1358067828,
Johnny_FBI,12921,2,0000-00-00,0000-00-00,6,2,0.0,0,1345026083,
Johnny_FBI,13055,2,0000-00-00,0000-00-00,6,2,0.0,0,1390024414,
Johnny_FBI,13141,26,0000-00-00,0000-00-00,7,2,0.0,0,1468659388,
Johnny_FBI,13377,13,0000-00-00,0000-00-00,6,2,0.0,0,1404541122,
Johnny_FBI,13535,13,0000-00-00,0000-00-00,8,2,,0,1409505142,
Johnny_FBI,13585,11,0000-00-00,0000-00-00,9,2,,0,1347589206,
Johnny_FBI,13587,1,0000-00-00,0000-00-00,8,2,0.0,0,1352780050,
Johnny_FBI,13601,0,0000-00-00,0000-00-00,0,6,0.0,0,1367674039,
Johnny_FBI,13759,24,0000-00-00,0000-00-00,6,2,,0,1441033251,
Johnny_FBI,14027,1,0000-00-00,0000-00-00,8,2,0.0,0,1358760380,
Johnny_FBI,14189,1,0000-00-00,0000-00-00,7,2,0.0,0,1403236390,
Johnny_FBI,14227,13,0000-00-00,0000-00-00,7,2,,0,1391762873,
Johnny_FBI,14267,0,0000-00-00,0000-00-00,0,6,0.0,0,1340040971,
Johnny_FBI,14289,0,0000-00-00,0000-00-00,0,6,0.0,0,1391614661,
Johnny_FBI,14353,1,0000-00-00,0000-00-00,0,2,0.0,0,1500474400,
Johnny_FBI,14397,3,0000-00-00,0000-00-00,0,3,0.0,0,1388913498,
Johnny_FBI,14627,2,0000-00-00,0000-00-00,0,2,0.0,0,1404981108,
Johnny_FBI,14713,13,0000-00-00,0000-00-00,7,2,,0,1358243385,
Johnny_FBI,14741,12,0000-00-00,0000-00-00,9,2,,0,1366950377,
Johnny_FBI,14751,26,0000-00-00,0000-00-00,5,2,0.0,0,1456244698,
Johnny_FBI,15005,20,0000-00-00,0000-00-00,7,2,0.0,0,1402688657,
Johnny_FBI,15335,1,0000-00-00,0000-00-00,9,2,,0,1410635971,
Johnny_FBI,15379,12,0000-00-00,0000-00-00,6,2,,0,1404331106,
Johnny_FBI,15417,13,0000-00-00,0000-00-00,10,2,,0,1365652522,
Johnny_FBI,15487,9,0000-00-00,0000-00-00,6,2,0.0,0,1372305231,
Johnny_FBI,15687,6,0000-00-00,0000-00-00,7,2,0.0,0,1392097405,
Johnny_FBI,15809,13,0000-00-00,0000-00-00,5,2,,0,1402754412,
Johnny_FBI,15879,7,0000-00-00,0000-00-00,0,2,0.0,0,1392097396,
Johnny_FBI,16001,4,0000-00-00,0000-00-00,9,2,,0,1377626350,
Johnny_FBI,16201,13,0000-00-00,0000-00-00,9,2,0.0,0,1412482119,
Johnny_FBI,16273,0,0000-00-00,0000-00-00,0,6,0.0,0,1362814949,
Johnny_FBI,16417,12,0000-00-00,0000-00-00,7,2,0.0,0,1515079050,
Johnny_FBI,16498,0,0000-00-00,0000-00-00,0,6,0.0,0,1367846210,
Johnny_FBI,16528,1,0000-00-00,0000-00-00,7,2,,0,1439714942,
Johnny_FBI,16662,1,0000-00-00,0000-00-00,6,2,0.0,0,1521993079,
Johnny_FBI,16694,1,0000-00-00,0000-00-00,8,2,0.0,0,1388940085,
Johnny_FBI,16742,12,0000-00-00,0000-00-00,10,2,,0,1409156686,
Johnny_FBI,16782,1,0000-00-00,0000-00-00,9,2,0.0,0,1371281833,
Johnny_FBI,16866,1,0000-00-00,0000-00-00,5,2,0.0,0,1391756359,
Johnny_FBI,16894,25,0000-00-00,0000-00-00,9,2,,0,1407052687,
Johnny_FBI,16916,1,0000-00-00,0000-00-00,8,2,0.0,0,1372182169,
Johnny_FBI,16934,1,0000-00-00,0000-00-00,7,2,0.0,0,1392097413,
Johnny_FBI,17157,0,0000-00-00,0000-00-00,0,6,0.0,0,1362814816,
Johnny_FBI,17259,1,0000-00-00,0000-00-00,7,2,0.0,0,1372219959,
Johnny_FBI,18039,0,0000-00-00,0000-00-00,0,6,0.0,0,1371889840,
Johnny_FBI,18041,1,0000-00-00,0000-00-00,0,3,0.0,0,1373258297,
Johnny_FBI,18099,12,0000-00-00,0000-00-00,7,2,0.0,0,1404678005,
Johnny_FBI,18153,12,0000-00-00,0000-00-00,5,2,,0,1430936129,
Johnny_FBI,18671,12,0000-00-00,0000-00-00,6,2,,0,1405277803,
Johnny_FBI,18679,24,0000-00-00,0000-00-00,8,2,,0,1426391261,
Johnny_FBI,18897,20,0000-00-00,0000-00-00,4,2,,0,1406381061,
Johnny_FBI,19647,25,0000-00-00,0000-00-00,9,2,,0,1442760979,
Johnny_FBI,19815,12,0000-00-00,0000-00-00,9,2,,0,1409029673,
Johnny_FBI,20047,0,0000-00-00,0000-00-00,0,6,0.0,0,1427173974,
Johnny_FBI,20449,1,0000-00-00,0000-00-00,0,2,,0,1415328713,
Johnny_FBI,20457,10,0000-00-00,0000-00-00,8,2,,0,1406816148,
Johnny_FBI,21327,12,0000-00-00,0000-00-00,6,2,,0,1403520248,
Johnny_FBI,21405,12,0000-00-00,0000-00-00,7,2,,0,1415513365,
Johnny_FBI,21647,1,0000-00-00,0000-00-00,7,2,0.0,0,1514905498,
Johnny_FBI,21659,1,0000-00-00,0000-00-00,6,2,0.0,0,1426436135,
Johnny_FBI,21797,6,0000-00-00,0000-00-00,0,2,0.0,0,1405284973,
